id,sex,birthdate,Year of birth,Age,user_name,instagram_number_of_posts,instagram_number_of_followers,instagram_average_number_of_comments,instagram_average_number_of_reactions,instagram_average_engagement,instagram_average_engagement_rate
15020,female,04/01/1983,1983,35,insta_15020,100,5547,"1,23","44,63","45,86","0,008267531999"
10371,female,04/05/1983,1983,35,insta_10371,100,5746,"15,54","166,11","181,65","0,03161329621"
9585,female,11/09/1982,1982,35,insta_9585,100,7810,"13,6","260,35","273,95","0,03507682458"
13465,female,27/04/1983,1983,35,insta_13465,100,7892,"5,78","250,71","256,49","0,0325"
14939,female,31/07/1982,1982,35,insta_14939,100,8033,"7,43","159,13","166,56","0,02073447031"
1801,female,14/10/1982,1982,35,insta_1801,100,8175,"21,15","117,43","138,58","0,01695168196"
10443,male,29/01/1983,1983,35,insta_10443,100,8196,"58,21","1114,21","1172,42","0,1430478282"
12759,female,13/06/1982,1982,35,insta_12759,100,8445,"28,67","466,54","495,21","0,05863943162"
12377,male,17/07/1982,1982,35,insta_12377,100,9010,"7,39","357,62","365,01","0,04051165372"
11043,female,22/06/1982,1982,35,insta_11043,100,10152,"40,54","423,36","463,9","0,04569542947"
14087,female,19/11/1982,1982,35,insta_14087,100,10280,"28,66","441,47","470,13","0,04573249027"
11351,female,25/02/1983,1983,35,insta_11351,100,10290,"27,24","421,61","448,85","0,04362001944"
10655,female,11/01/1983,1983,35,insta_10655,100,10480,"1,66","128,78","130,44","0,01244656489"
13186,male,28/03/1983,1983,35,insta_13186,100,11435,"31,24","1062,42","1093,66","0,09564145168"
15071,male,10/11/1982,1982,35,insta_15071,94,12925,"16,11702128","657,0425532","673,1595745","0,05208197868"
1364,female,29/10/1982,1982,35,insta_1364,100,12992,"42,25","783,05","825,3","0,0635237069"
12934,male,05/04/1983,1983,35,insta_12934,47,13010,"85,63829787","468,9148936","554,5531915","0,04262514923"
14689,female,31/08/1982,1982,35,insta_14689,100,14044,"17,5","315,86","333,36","0,02373682711"
816,female,29/09/1982,1982,35,insta_816,200,16674,"37,96","711,16","749,12","0,04492743193"
10982,female,18/12/1982,1982,35,insta_10982,100,20231,"18,07","180,86","198,93","0,009832929662"
1250,female,01/04/1983,1983,35,insta_1250,100,20398,"67,09","781,54","848,63","0,04160358859"
7434,female,20/06/1982,1982,35,insta_7434,99,20542,"5,04040404","136,2525253","141,2929293","0,006878245998"
11707,female,18/09/1982,1982,35,insta_11707,100,22965,"7,47","379,44","386,91","0,01684781189"
11092,female,14/04/1983,1983,35,insta_11092,100,26357,"64,41","1047,83","1112,24","0,04219903631"
9307,female,09/04/1983,1983,35,insta_9307,100,28816,"97,26","2018,91","2116,17","0,07343732649"
12871,female,27/02/1983,1983,35,insta_12871,100,30481,"46,42","765,47","811,89","0,02663593714"
11425,female,18/01/1983,1983,35,insta_11425,100,33833,"7,98","536,69","544,67","0,0160987793"
10088,male,20/10/1982,1982,35,insta_10088,100,45142,"42,05","2143,23","2185,28","0,04840902042"
2717,female,18/11/1982,1982,35,insta_2717,100,51228,"13,78","860,74","874,52","0,01707113297"
211,female,16/06/1982,1982,35,insta_211,100,55361,"77,37","661,78","739,15","0,0133514568"
13145,female,15/05/1983,1983,35,insta_13145,100,63330,"42,02","1540,85","1582,87","0,02499399968"
13102,female,05/10/1982,1982,35,insta_13102,100,76019,"47,94","1114,71","1162,65","0,01529420277"
16098,female,20/04/1983,1983,35,insta_16098,100,131343,"16,39","1045,02","1061,41","0,008081207221"
15419,male,04/03/1983,1983,35,insta_15419,100,169624,"7,89","920,38","928,27","0,005472515682"
2834,female,21/11/1981,1981,36,insta_2834,5,25,"1,2","14,4","15,6","0,624"
6121,female,04/04/1982,1982,36,insta_6121,98,33,"0,2857142857","4,520408163","4,806122449","0,1456400742"
7893,female,14/01/1982,1982,36,insta_7893,7,42,"0,4285714286","10,14285714","10,57142857","0,2517006803"
11440,female,08/02/1982,1982,36,insta_11440,44,50,"0,04545454545","2,181818182","2,227272727","0,04454545455"
6804,female,06/08/1981,1981,36,insta_6804,75,55,"0,16","3,426666667","3,586666667","0,06521212121"
13868,female,22/06/1981,1981,36,insta_13868,100,61,"0,34","4,83","5,17","0,08475409836"
4532,female,01/10/1981,1981,36,insta_4532,59,65,"0,1525423729","3,440677966","3,593220339","0,05528031291"
8832,male,23/11/1981,1981,36,insta_8832,100,66,"0,35","11,53","11,88","0,18"
4413,female,16/10/1981,1981,36,insta_4413,6,67,"1,333333333","32,33333333","33,66666667","0,5024875622"
9786,female,25/07/1981,1981,36,insta_9786,100,80,"0,46","4,19","4,65","0,058125"
390,male,24/02/1982,1982,36,insta_390,39,103,"0,7179487179","6,487179487","7,205128205","0,06995270102"
11493,female,08/08/1981,1981,36,insta_11493,100,136,"1,64","17,31","18,95","0,1393382353"
13324,female,29/05/1982,1982,36,insta_13324,100,152,"0,87","19,77","20,64","0,1357894737"
14320,male,03/02/1982,1982,36,insta_14320,32,169,"1,875",51,"52,875","0,3128698225"
8823,female,16/12/1981,1981,36,insta_8823,100,186,"0,86","18,99","19,85","0,1067204301"
1400,female,15/11/1981,1981,36,insta_1400,100,207,"0,88","8,77","9,65","0,04661835749"
5485,female,14/02/1982,1982,36,insta_5485,100,237,"1,18","27,33","28,51","0,1202953586"
1864,female,13/10/1981,1981,36,insta_1864,100,304,"0,12","6,23","6,35","0,02088815789"
7104,female,27/10/1981,1981,36,insta_7104,100,308,"2,7","35,09","37,79","0,1226948052"
10661,female,10/02/1982,1982,36,insta_10661,28,321,"2,5","23,89285714","26,39285714","0,08222073876"
6980,female,27/09/1981,1981,36,insta_6980,68,329,"5,602941176","48,76470588","54,36764706","0,1652512069"
12526,female,31/07/1981,1981,36,insta_12526,100,336,"1,79","28,61","30,4","0,09047619048"
1626,male,18/08/1981,1981,36,insta_1626,100,348,"4,67",64,"68,67","0,1973275862"
4992,female,15/07/1981,1981,36,insta_4992,100,363,"1,88","10,62","12,5","0,03443526171"
12806,female,28/05/1982,1982,36,insta_12806,100,414,"0,52","14,4","14,92","0,03603864734"
5674,female,01/12/1981,1981,36,insta_5674,33,420,"12,45454545","43,33333333","55,78787879","0,1328282828"
9857,male,24/04/1982,1982,36,insta_9857,100,457,"1,48","28,27","29,75","0,06509846827"
10148,female,11/12/1981,1981,36,insta_10148,100,465,"2,03","35,78","37,81","0,08131182796"
8189,female,20/10/1981,1981,36,insta_8189,100,473,"3,15","42,8","45,95","0,09714587738"
1836,female,23/08/1981,1981,36,insta_1836,100,482,"5,19","76,68","81,87","0,1698547718"
9067,female,03/12/1981,1981,36,insta_9067,10,492,"36,4","105,4","141,8","0,2882113821"
4539,female,30/07/1981,1981,36,insta_4539,100,494,"0,25","8,02","8,27","0,01674089069"
5447,female,28/09/1981,1981,36,insta_5447,100,503,"4,6","27,05","31,65","0,06292246521"
10822,female,23/12/1981,1981,36,insta_10822,100,620,"2,09","29,66","31,75","0,05120967742"
7611,female,14/07/1981,1981,36,insta_7611,78,665,"0,358974359","12,37179487","12,73076923","0,01914401388"
6075,female,20/04/1982,1982,36,insta_6075,100,684,"7,56","67,58","75,14","0,1098538012"
10855,female,16/03/1982,1982,36,insta_10855,99,692,"6,373737374","20,64646465","27,02020202","0,03904653471"
11441,female,30/07/1981,1981,36,insta_11441,100,722,"7,88","83,69","91,57","0,1268282548"
11455,female,14/01/1982,1982,36,insta_11455,100,840,"5,25","79,24","84,49","0,1005833333"
8594,female,26/01/1982,1982,36,insta_8594,100,842,"1,87","44,15","46,02","0,05465558195"
4072,female,29/01/1982,1982,36,insta_4072,200,888,"7,195","78,61","85,805","0,09662725225"
10412,female,30/03/1982,1982,36,insta_10412,100,964,"3,17","24,63","27,8","0,02883817427"
3747,female,21/12/1981,1981,36,insta_3747,100,973,"1,32","18,08","19,4","0,01993833505"
5828,female,06/01/1982,1982,36,insta_5828,100,991,"2,33","17,7","20,03","0,02021190716"
3992,female,07/09/1981,1981,36,insta_3992,100,1007,"3,01","97,98","100,99","0,1002879841"
13352,female,15/06/1981,1981,36,insta_13352,100,1051,"21,45","217,41","238,86","0,2272692674"
992,female,20/08/1981,1981,36,insta_992,74,1101,"4,918918919","47,24324324","52,16216216","0,04737707735"
10347,female,21/12/1981,1981,36,insta_10347,100,1180,"3,39","44,75","48,14","0,04079661017"
264,female,09/08/1981,1981,36,insta_264,74,1184,"2,891891892","33,22972973","36,12162162","0,03050812637"
3580,female,26/09/1981,1981,36,insta_3580,100,1252,"16,84","177,2","194,04","0,1549840256"
1826,female,04/11/1981,1981,36,insta_1826,100,1318,"8,5","80,17","88,67","0,06727617602"
12905,male,02/04/1982,1982,36,insta_12905,100,1323,"1,57","82,62","84,19","0,06363567649"
10676,female,25/06/1981,1981,36,insta_10676,60,1341,"10,05","117,6833333","127,7333333","0,09525229928"
10231,male,04/10/1981,1981,36,insta_10231,100,1343,"0,79","26,71","27,5","0,02047654505"
311,female,14/09/1981,1981,36,insta_311,100,1395,"5,92","85,15","91,07","0,06528315412"
9851,female,15/07/1981,1981,36,insta_9851,100,1418,"4,48","68,31","72,79","0,05133286319"
8392,female,02/05/1982,1982,36,insta_8392,100,1445,"7,66","86,73","94,39","0,06532179931"
14335,female,17/11/1981,1981,36,insta_14335,100,1555,"24,03","121,32","145,35","0,09347266881"
10030,female,08/06/1982,1982,36,insta_10030,100,1560,"6,05","98,48","104,53","0,06700641026"
1900,female,25/03/1982,1982,36,insta_1900,100,1588,"13,25","117,34","130,59","0,08223551637"
11863,female,21/10/1981,1981,36,insta_11863,100,1649,"5,44","72,64","78,08","0,04734990904"
10350,male,26/02/1982,1982,36,insta_10350,100,1665,"3,59","106,47","110,06","0,0661021021"
5556,female,02/03/1982,1982,36,insta_5556,100,1724,"4,45","57,39","61,84","0,03587006961"
10833,female,11/04/1982,1982,36,insta_10833,100,1810,"3,19","44,42","47,61","0,0263038674"
10338,female,08/05/1982,1982,36,insta_10338,100,1815,"4,57","101,44","106,01","0,0584077135"
11284,female,01/01/1982,1982,36,insta_11284,100,1960,"5,83","97,28","103,11","0,05260714286"
441,female,22/01/1982,1982,36,insta_441,98,2338,"6,051020408","68,5","74,55102041","0,03188666399"
10018,female,10/05/1982,1982,36,insta_10018,97,2641,"35,95876289","330,443299","366,4020619","0,1387361082"
15142,female,23/03/1982,1982,36,insta_15142,96,2647,"22,76041667","112,9375","135,6979167","0,05126479663"
10270,female,28/05/1982,1982,36,insta_10270,100,3138,"2,75","55,63","58,38","0,0186042065"
12340,female,24/05/1982,1982,36,insta_12340,100,3525,"16,64","188,56","205,2","0,05821276596"
6958,female,13/06/1981,1981,36,insta_6958,100,4172,"22,37","198,19","220,56","0,05286673058"
10114,female,25/09/1981,1981,36,insta_10114,98,4494,"10,20408163","148,3979592","158,6020408","0,0352919539"
13216,female,14/02/1982,1982,36,insta_13216,100,5225,"7,33","314,42","321,75","0,06157894737"
6710,female,12/11/1981,1981,36,insta_6710,100,5325,"6,54","80,1","86,64","0,01627042254"
15474,female,14/09/1981,1981,36,insta_15474,99,5445,"79,38383838","493,979798","573,3636364","0,1053009433"
2951,female,13/12/1981,1981,36,insta_2951,100,5575,"45,34","629,76","675,1","0,1210941704"
2207,female,23/04/1982,1982,36,insta_2207,100,5665,"71,25","571,04","642,29","0,1133786408"
2161,male,24/06/1981,1981,36,insta_2161,100,6209,"10,88","297,03","307,91","0,04959091641"
8649,female,29/03/1982,1982,36,insta_8649,100,6720,"11,22","284,17","295,39","0,04395684524"
9550,female,20/02/1982,1982,36,insta_9550,100,7210,"1,66","206,2","207,86","0,02882940361"
12735,female,22/05/1982,1982,36,insta_12735,100,8013,"16,55","297,17","313,72","0,03915137901"
15428,female,23/07/1981,1981,36,insta_15428,100,9379,"2,3","56,83","59,13","0,006304510076"
2356,female,04/12/1981,1981,36,insta_2356,100,9927,"12,96","109,31","122,27","0,01231691347"
11816,female,29/07/1981,1981,36,insta_11816,100,10272,"17,75","302,38","320,13","0,03116530374"
13613,female,18/07/1981,1981,36,insta_13613,100,10404,"35,37","331,91","367,28","0,035301807"
9634,female,08/07/1981,1981,36,insta_9634,100,12615,"111,6","468,34","579,94","0,04597225525"
15004,female,25/05/1982,1982,36,insta_15004,100,12618,"10,04","249,67","259,71","0,02058250119"
10184,male,12/07/1981,1981,36,insta_10184,100,13132,"7,58","318,37","325,95","0,02482104782"
15077,male,21/12/1981,1981,36,insta_15077,100,18757,"4,17","341,15","345,32","0,01841019353"
8702,female,24/07/1981,1981,36,insta_8702,100,19959,"14,78","483,52","498,3","0,02496618067"
11471,female,30/06/1981,1981,36,insta_11471,100,21840,"33,19","485,3","518,49","0,02374038462"
687,female,04/04/1982,1982,36,insta_687,100,23284,"26,11","679,68","705,79","0,03031223158"
6589,female,06/02/1982,1982,36,insta_6589,100,24452,"103,2","592,36","695,56","0,02844593489"
11688,female,30/09/1981,1981,36,insta_11688,100,24629,"43,17","715,6","758,77","0,03080799058"
11077,female,07/01/1982,1982,36,insta_11077,100,26121,"100,16","1030,8","1130,96","0,04329696413"
6051,female,27/04/1982,1982,36,insta_6051,100,27514,"17,94","2439,48","2457,42","0,08931525769"
5727,female,26/07/1981,1981,36,insta_5727,70,48906,"58,8","2363,957143","2422,757143","0,04953905743"
1316,female,16/04/1982,1982,36,insta_1316,100,76424,"75,3","1290,06","1365,36","0,01786559196"
13788,female,15/08/1981,1981,36,insta_13788,100,115829,"45,14","3110,65","3155,79","0,02724524946"
10490,female,09/10/1981,1981,36,insta_10490,100,115951,"119,05","5390,52","5509,57","0,04751636467"
14064,female,02/09/1981,1981,36,insta_14064,100,117063,"15,92","963,94","979,86","0,008370364675"
7733,female,20/11/1980,1980,37,insta_7733,7,7,"0,1428571429","2,142857143","2,285714286","0,3265306122"
6668,female,12/11/1980,1980,37,insta_6668,38,30,"0,2631578947","2,236842105","2,5","0,08333333333"
6819,female,21/12/1980,1980,37,insta_6819,4,41,"4,25",29,"33,25","0,8109756098"
14370,female,04/02/1981,1981,37,insta_14370,9,45,1,"3,111111111","4,111111111","0,09135802469"
5776,female,07/10/1980,1980,37,insta_5776,100,62,"0,88","8,09","8,97","0,1446774194"
10838,female,16/09/1980,1980,37,insta_10838,100,71,"0,65","8,63","9,28","0,1307042254"
14354,female,23/04/1981,1981,37,insta_14354,100,72,"0,56","8,2","8,76","0,1216666667"
16002,female,03/01/1981,1981,37,insta_16002,2,82,"3,5",13,"16,5","0,2012195122"
4586,female,24/01/1981,1981,37,insta_4586,22,84,"0,5","8,409090909","8,909090909","0,1060606061"
6464,male,07/11/1980,1980,37,insta_6464,54,97,"0,2222222222","5,777777778",6,"0,0618556701"
2509,female,12/08/1980,1980,37,insta_2509,30,98,"0,1333333333","2,3","2,433333333","0,02482993197"
14731,female,21/03/1981,1981,37,insta_14731,100,135,"0,52","6,62","7,14","0,05288888889"
4166,female,21/01/1981,1981,37,insta_4166,100,143,"0,64","12,68","13,32","0,09314685315"
4706,female,01/01/1981,1981,37,insta_4706,100,145,"0,33","8,62","8,95","0,06172413793"
10802,female,25/08/1980,1980,37,insta_10802,20,152,"0,05","6,7","6,75","0,04440789474"
8624,female,27/02/1981,1981,37,insta_8624,50,155,"1,36","18,58","19,94","0,1286451613"
9648,female,01/04/1981,1981,37,insta_9648,100,202,"1,4","16,71","18,11","0,08965346535"
1513,female,18/06/1980,1980,37,insta_1513,100,203,"0,81","16,04","16,85","0,08300492611"
2695,female,13/05/1981,1981,37,insta_2695,1,221,4,29,33,"0,149321267"
14969,female,07/10/1980,1980,37,insta_14969,100,225,"1,39","28,36","29,75","0,1322222222"
16194,male,23/04/1981,1981,37,insta_16194,100,228,"1,63","23,31","24,94","0,1093859649"
12561,male,20/05/1981,1981,37,insta_12561,100,230,"0,76","16,12","16,88","0,07339130435"
10219,female,04/04/1981,1981,37,insta_10219,100,250,1,"7,82","8,82","0,03528"
10932,female,07/01/1981,1981,37,insta_10932,100,268,"1,06","16,89","17,95","0,06697761194"
6098,female,15/01/1981,1981,37,insta_6098,100,320,"1,16","13,12","14,28","0,044625"
1717,female,08/05/1981,1981,37,insta_1717,100,322,"0,87","20,67","21,54","0,06689440994"
10767,female,30/11/1980,1980,37,insta_10767,100,350,"1,73","32,55","34,28","0,09794285714"
11392,female,28/09/1980,1980,37,insta_11392,100,371,"2,94","54,39","57,33","0,1545283019"
9203,female,31/10/1980,1980,37,insta_9203,100,381,"3,06","44,82","47,88","0,1256692913"
1206,female,02/08/1980,1980,37,insta_1206,25,392,"2,32","34,08","36,4","0,09285714286"
15432,female,21/04/1981,1981,37,insta_15432,99,495,"2,848484848","29,56565657","32,41414141","0,06548311397"
6264,female,04/12/1980,1980,37,insta_6264,100,512,"1,18","24,69","25,87","0,05052734375"
64,male,21/06/1980,1980,37,insta_64,200,518,"0,94","22,305","23,245","0,04487451737"
10988,female,31/03/1981,1981,37,insta_10988,100,519,"1,96","25,34","27,3","0,05260115607"
12606,female,26/04/1981,1981,37,insta_12606,100,542,"6,58","60,07","66,65","0,1229704797"
3106,female,16/04/1981,1981,37,insta_3106,100,577,"2,09","26,61","28,7","0,04974003466"
5602,female,01/11/1980,1980,37,insta_5602,100,578,"1,43","23,91","25,34","0,04384083045"
13513,female,15/09/1980,1980,37,insta_13513,100,586,"0,11","8,26","8,37","0,01428327645"
10841,female,14/10/1980,1980,37,insta_10841,100,612,"2,09","27,54","29,63","0,04841503268"
9627,female,27/02/1981,1981,37,insta_9627,100,615,"1,46","29,67","31,13","0,05061788618"
11041,female,29/01/1981,1981,37,insta_11041,100,658,"6,12","56,92","63,04","0,09580547112"
4047,female,03/08/1980,1980,37,insta_4047,55,733,"13,23636364","82,76363636",96,"0,1309686221"
9437,female,10/11/1980,1980,37,insta_9437,100,766,"1,75","32,13","33,88","0,04422976501"
9620,female,03/09/1980,1980,37,insta_9620,100,820,"1,4","25,66","27,06","0,033"
10970,female,16/04/1981,1981,37,insta_10970,100,930,"1,28","37,97","39,25","0,04220430108"
10846,female,16/08/1980,1980,37,insta_10846,100,968,"1,46","28,12","29,58","0,03055785124"
11260,female,16/12/1980,1980,37,insta_11260,79,974,"1,113924051","29,4556962","30,56962025","0,03138564708"
15410,female,11/10/1980,1980,37,insta_15410,100,1027,"4,03","60,94","64,97","0,06326192795"
13645,female,20/12/1980,1980,37,insta_13645,100,1037,"0,72","18,58","19,3","0,01861137898"
3794,female,17/09/1980,1980,37,insta_3794,100,1051,"3,56","84,19","87,75","0,08349191246"
10792,female,01/06/1981,1981,37,insta_10792,100,1103,"2,43","15,39","17,82","0,01615593835"
3433,female,01/04/1981,1981,37,insta_3433,16,1109,"0,625","10,5","11,125","0,01003155996"
7530,female,10/10/1980,1980,37,insta_7530,100,1164,"1,12","20,7","21,82","0,01874570447"
5284,female,30/10/1980,1980,37,insta_5284,100,1211,"4,94","42,95","47,89","0,03954582989"
505,female,11/06/1980,1980,37,insta_505,95,1280,"2,021052632","209,7263158","211,7473684","0,1654276316"
3303,female,23/11/1980,1980,37,insta_3303,200,1318,"5,025","244,51","249,535","0,1893285281"
1578,female,15/12/1980,1980,37,insta_1578,100,1435,"0,27","13,7","13,97","0,009735191638"
11685,male,13/08/1980,1980,37,insta_11685,43,1449,"2,325581395","60,69767442","63,02325581","0,04349431043"
10348,female,19/02/1981,1981,37,insta_10348,100,1612,"2,27","55,96","58,23","0,03612282878"
11310,female,24/12/1980,1980,37,insta_11310,99,1764,"17,66666667","108,8888889","126,5555556","0,07174351222"
14022,female,12/12/1980,1980,37,insta_14022,100,1832,"3,61","70,28","73,89","0,04033296943"
10789,female,19/08/1980,1980,37,insta_10789,100,2023,"3,47","57,08","60,55","0,02993079585"
5764,female,27/04/1981,1981,37,insta_5764,200,2277,"8,97","185,31","194,28","0,08532279315"
